code;description;unit;unitPrice
98074;FILTRO ANAERÓBIO RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, DIMENSÕES INTERNAS: 1,4 X 3,0 X H=1,67 M, VOLUME ÚTIL: 5040 L (PARA 32 CONTRIBUINTES). AF_12/2020;UN;9.499,87
98075;FILTRO ANAERÓBIO RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, DIMENSÕES INTERNAS: 1,4 X 4,2 X H=1,67 M, VOLUME ÚTIL: 7056 L (PARA 67 CONTRIBUINTES). AF_12/2020;UN;12.350,16
98076;FILTRO ANAERÓBIO RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, DIMENSÕES INTERNAS: 1,6 X 4,6 X H=1,67 M, VOLUME ÚTIL: 8832 L (PARA 84 CONTRIBUINTES). AF_12/2020;UN;14.229,07
98077;FILTRO ANAERÓBIO RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, DIMENSÕES INTERNAS: 1,6 X 5,6 X H=1,67 M, VOLUME ÚTIL: 10752 L (PARA 103 CONTRIBUINTES). AF_12/2020;UN;16.749,87
98078;SUMIDOURO RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, DIMENSÕES INTERNAS: 0,8 X 1,4 X H=3,0 M, ÁREA DE INFILTRAÇÃO: 13,2 M² (PARA 5 CONTRIBUINTES). AF_12/2020;UN;4.406,47
98079;SUMIDOURO RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, DIMENSÕES INTERNAS: 1,0 X 3,0 X H=3,0 M, ÁREA DE INFILTRAÇÃO: 25 M² (PARA 10 CONTRIBUINTES). AF_12/2020;UN;7.702,90
98080;SUMIDOURO RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, DIMENSÕES INTERNAS: 1,6 X 3,4 X H=3,0 M, ÁREA DE INFILTRAÇÃO: 32,9 M² (PARA 13 CONTRIBUINTES). AF_12/2020;UN;9.872,27
98081;SUMIDOURO RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, DIMENSÕES INTERNAS: 1,6 X 5,8 X H=3,0 M, ÁREA DE INFILTRAÇÃO: 50 M² (PARA 20 CONTRIBUINTES). AF_12/2020;UN;14.600,15
98082;TANQUE SÉPTICO RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 1,0 X 2,0 X H=1,4 M, VOLUME ÚTIL: 2000 L (PARA 5 CONTRIBUINTES). AF_12/2020;UN;3.527,89
98083;TANQUE SÉPTICO RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 1,2 X 2,4 X H=1,6 M, VOLUME ÚTIL: 3456 L (PARA 13 CONTRIBUINTES). AF_12/2020;UN;4.642,76
98084;TANQUE SÉPTICO RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 1,4 X 3,2 X H=1,8 M, VOLUME ÚTIL: 6272 L (PARA 32 CONTRIBUINTES). AF_12/2020;UN;6.498,42
98085;TANQUE SÉPTICO RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 1,6 X 4,4 X H=1,8 M, VOLUME ÚTIL: 9856 L (PARA 68 CONTRIBUINTES). AF_12/2020;UN;8.812,83
98086;TANQUE SÉPTICO RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 1,6 X 4,8 X H=2,0 M, VOLUME ÚTIL: 12288 L (PARA 86 CONTRIBUINTES). AF_12/2020;UN;9.932,58
98087;TANQUE SÉPTICO RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 1,6 X 4,6 X H=2,4 M, VOLUME ÚTIL: 14720 L (PARA 105 CONTRIBUINTES). AF_12/2020;UN;10.573,34
98088;FILTRO ANAERÓBIO RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 0,8 X 1,2 X H=1,67 M, VOLUME ÚTIL: 1152 L (PARA 5 CONTRIBUINTES). AF_12/2020;UN;3.054,41
98089;FILTRO ANAERÓBIO RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 1,2 X 1,8 X H=1,67 M, VOLUME ÚTIL: 2592 L (PARA 13 CONTRIBUINTES). AF_12/2020;UN;4.826,10
98090;FILTRO ANAERÓBIO RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 1,4 X 3,0 X H=1,67 M, VOLUME ÚTIL: 5040 L (PARA 32 CONTRIBUINTES). AF_12/2020;UN;7.581,52
98091;FILTRO ANAERÓBIO RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 1,4 X 4,2 X H=1,67 M, VOLUME ÚTIL: 7056 L (PARA 67 CONTRIBUINTES). AF_12/2020;UN;9.903,49
98092;FILTRO ANAERÓBIO RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 1,6 X 4,6 X H=1,67 M, VOLUME ÚTIL: 8832 L (PARA 84 CONTRIBUINTES). AF_12/2020;UN;11.506,26
98093;FILTRO ANAERÓBIO RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 1,6 X 5,6 X H=1,67 M, VOLUME ÚTIL: 10752 L (PARA 103 CONTRIBUINTES). AF_12/2020;UN;13.582,73
98094;SUMIDOURO RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 0,8 X 1,4 X H=3,0 M, ÁREA DE INFILTRAÇÃO: 13,2 M² (PARA 5 CONTRIBUINTES). AF_12/2020;UN;2.518,13
98099;SUMIDOURO RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 1,0 X 3,0 X H=3,0 M, ÁREA DE INFILTRAÇÃO: 25 M² (PARA 10 CONTRIBUINTES). AF_12/2020;UN;4.285,88
98100;SUMIDOURO RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 1,6 X 3,4 X H=3,0 M, ÁREA DE INFILTRAÇÃO: 32,9 M² (PARA 13 CONTRIBUINTES). . AF_12/2020;UN;5.605,92
98101;SUMIDOURO RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS: 1,6 X 5,8 X H=3,0 M, ÁREA DE INFILTRAÇÃO: 50 M² (PARA 20 CONTRIBUINTES). . AF_12/2020;UN;8.271,51
98109;CAIXA DE GORDURA ESPECIAL (CAPACIDADE: 312 L - PARA ATÉ 146 PESSOAS SERVIDAS NO PICO), RETANGULAR, EM ALVENARIA COM BLOCOS DE CONCRETO, DIMENSÕES INTERNAS = 0,4X1,2 M, ALTURA INTERNA = 1 M. AF_12/2020;UN;735,37
98110;CAIXA DE GORDURA PEQUENA (CAPACIDADE: 19 L), CIRCULAR, EM PVC, DIÂMETRO INTERNO= 0,3 M. AF_12/2020;UN;431,76
98111;CAIXA DE INSPEÇÃO PARA ATERRAMENTO, CIRCULAR, EM POLIETILENO, DIÂMETRO INTERNO = 0,3 M. AF_12/2020;UN;56,38
98112;TIL (TUBO DE INSPEÇÃO E LIMPEZA) CONDOMINIAL PARA ESGOTO, EM PVC, DN 100 X 100 MM. AF_12/2020;UN;109,07
98114;TAMPA CIRCULAR PARA ESGOTO E DRENAGEM, EM FERRO FUNDIDO, DIÂMETRO INTERNO = 0,6 M. AF_12/2020;UN;684,9
98115;TAMPA CIRCULAR PARA ESGOTO E DRENAGEM, EM CONCRETO PRÉ-MOLDADO, DIÂMETRO INTERNO = 0,60 M E ALTURA = 0,10 M. AF_12/2020;UN;93,25
89957;PONTO DE CONSUMO TERMINAL DE ÁGUA FRIA (SUBRAMAL) COM TUBULAÇÃO DE PVC, DN 25 MM, INSTALADO EM RAMAL DE ÁGUA, INCLUSOS RASGO E CHUMBAMENTO EM ALVENARIA. AF_12/2014;UN;135,78
89959;PONTO DE CONSUMO TERMINAL DE ÁGUA QUENTE (SUBRAMAL) COM TUBULAÇÃO DE CPVC, DN 22 MM, INSTALADO EM RAMAL DE ÁGUA, INCLUSOS RASGO E CHUMBAMENTO EM ALVENARIA. AF_12/2014;UN;214
89349;"REGISTRO DE PRESSÃO BRUTO, LATÃO, ROSCÁVEL, 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;18,58
89351;REGISTRO DE PRESSÃO BRUTO, LATÃO,  ROSCÁVEL, 3/4'' - FORNECIMENTO E INSTALAÇÃO. AF_08/2021;UN;23,24
89352;"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;24,91
89353;"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 3/4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;27,78
89354;MISTURADOR MONOCOMANDO PARA CHUVEIRO, BASE BRUTA E ACABAMENTO CROMADO - FORNECIMENTO E INSTALAÇÃO. AF_08/2021;UN;471,32
89969;"KIT DE REGISTRO DE PRESSÃO BRUTO DE LATÃO ½"", INCLUSIVE CONEXÕES,  ROSCÁVEL, INSTALADO EM RAMAL DE ÁGUA FRIA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014";UN;34,75
89970;"KIT DE REGISTRO DE PRESSÃO BRUTO DE LATÃO ¾"", INCLUSIVE CONEXÕES, ROSCÁVEL, INSTALADO EM RAMAL DE ÁGUA FRIA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014";UN;36,29
89971;"KIT DE REGISTRO DE GAVETA BRUTO DE LATÃO ½"", INCLUSIVE CONEXÕES, ROSCÁVEL, INSTALADO EM RAMAL DE ÁGUA FRIA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014";UN;35,43
89972;"KIT DE REGISTRO DE GAVETA BRUTO DE LATÃO ¾"", INCLUSIVE CONEXÕES, ROSCÁVEL, INSTALADO EM RAMAL DE ÁGUA FRIA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014";UN;40,02
89973;"KIT DE MISTURADOR BASE BRUTA DE LATÃO ¾"" MONOCOMANDO PARA CHUVEIRO, INCLUSIVE CONEXÕES, INSTALADO EM RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014";UN;662,69
89974;"KIT DE TÊ MISTURADOR EM CPVC ¾"" COM DUPLO COMANDO PARA CHUVEIRO, INCLUSIVE CONEXÕES, INSTALADO EM RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014";UN;254,23
89984;"REGISTRO DE PRESSÃO BRUTO, LATÃO, ROSCÁVEL, 1/2"", COM ACABAMENTO E CANOPLA CROMADOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;58,96
89985;"REGISTRO DE PRESSÃO BRUTO, LATÃO, ROSCÁVEL, 3/4"", COM ACABAMENTO E CANOPLA CROMADOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;62,34
89986;"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 1/2"", COM ACABAMENTO E CANOPLA CROMADOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;57,51
89987;"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 3/4"", COM ACABAMENTO E CANOPLA CROMADOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;65,53
90371;"REGISTRO DE ESFERA, PVC, ROSCÁVEL, COM VOLANTE, 3/4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;29,25
94489;REGISTRO DE ESFERA, PVC, SOLDÁVEL, COM VOLANTE, DN  25 MM - FORNECIMENTO E INSTALAÇÃO. AF_08/2021;UN;29,66
94490;REGISTRO DE ESFERA, PVC, SOLDÁVEL, COM VOLANTE, DN  32 MM - FORNECIMENTO E INSTALAÇÃO. AF_08/2021;UN;44,21
94491;REGISTRO DE ESFERA, PVC, SOLDÁVEL, COM VOLANTE, DN  40 MM - FORNECIMENTO E INSTALAÇÃO. AF_08/2021;UN;60,2
94492;REGISTRO DE ESFERA, PVC, SOLDÁVEL, COM VOLANTE, DN  50 MM - FORNECIMENTO E INSTALAÇÃO. AF_08/2021;UN;61,92
94493;REGISTRO DE ESFERA, PVC, SOLDÁVEL, COM VOLANTE, DN  60 MM - FORNECIMENTO E INSTALAÇÃO. AF_08/2021;UN;113,49
94495;"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 1"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;42,72
94496;"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 1 1/4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;58,2
94497;"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 1 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;73,8
94498;"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;101,61
94499;"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 2 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;199,82
94500;"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 3"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;242,71
94501;"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;485,58
94792;"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 1"", COM ACABAMENTO E CANOPLA CROMADOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;79,75
94793;"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 1 1/4"", COM ACABAMENTO E CANOPLA CROMADOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;108,83
94794;"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 1 1/2"", COM ACABAMENTO E CANOPLA CROMADOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;115,84
94795;"TORNEIRA DE BOIA PARA CAIXA D'ÁGUA, ROSCÁVEL, 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;42,01
94796;"TORNEIRA DE BOIA PARA CAIXA D'ÁGUA, ROSCÁVEL, 3/4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;47,77
94797;"TORNEIRA DE BOIA PARA CAIXA D'ÁGUA, ROSCÁVEL, 1"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;100,13
94798;"TORNEIRA DE BOIA PARA CAIXA D'ÁGUA, ROSCÁVEL, 1 1/4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;166,78
94799;"TORNEIRA DE BOIA PARA CAIXA D'ÁGUA, ROSCÁVEL, 1 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;204,52
94800;"TORNEIRA DE BOIA PARA CAIXA D'ÁGUA, ROSCÁVEL, 2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;262,55
95248;"VÁLVULA DE ESFERA BRUTA, BRONZE, ROSCÁVEL, 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;35,77
95249;VÁLVULA DE ESFERA BRUTA, BRONZE, ROSCÁVEL, 3/4'' - FORNECIMENTO E INSTALAÇÃO. AF_08/2021;UN;42,47
95250;VÁLVULA DE ESFERA BRUTA, BRONZE, ROSCÁVEL, 1'' - FORNECIMENTO E INSTALAÇÃO. AF_08/2021;UN;57,32
95251;VÁLVULA DE ESFERA BRUTA, BRONZE, ROSCÁVEL, 1 1/4'' - FORNECIMENTO E INSTALAÇÃO. AF_08/2021;UN;84,58
95252;VÁLVULA DE ESFERA BRUTA, BRONZE, ROSCÁVEL, 1 1/2'' - FORNECIMENTO E INSTALAÇÃO. AF_08/2021;UN;102,75
95253;VÁLVULA DE ESFERA BRUTA, BRONZE, ROSCÁVEL, 2'' - FORNECIMENTO E INSTALAÇÃO. AF_08/2021;UN;155,55
99619;"VÁLVULA DE RETENÇÃO HORIZONTAL, DE BRONZE, ROSCÁVEL, 3/4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;100,57
99620;"VÁLVULA DE RETENÇÃO HORIZONTAL, DE BRONZE, ROSCÁVEL, 1"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;136,62
99621;"VÁLVULA DE RETENÇÃO HORIZONTAL, DE BRONZE, ROSCÁVEL, 1 1/4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;203,63
99622;"VÁLVULA DE RETENÇÃO HORIZONTAL, DE BRONZE, ROSCÁVEL, 1 1/2""  - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;229,17
99623;"VÁLVULA DE RETENÇÃO HORIZONTAL, DE BRONZE, ROSCÁVEL, 2""  - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;319,79
99624;"VÁLVULA DE RETENÇÃO HORIZONTAL, DE BRONZE, ROSCÁVEL, 2 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;455,93
99625;"VÁLVULA DE RETENÇÃO HORIZONTAL, DE BRONZE, ROSCÁVEL, 3"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;627,15
99626;"VÁLVULA DE RETENÇÃO HORIZONTAL, DE BRONZE, ROSCÁVEL, 4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;965,75
99627;"VÁLVULA DE RETENÇÃO VERTICAL, DE BRONZE, ROSCÁVEL, 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;60,67
99628;"VÁLVULA DE RETENÇÃO VERTICAL, DE BRONZE, ROSCÁVEL, 3/4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;66,2
99629;"VÁLVULA DE RETENÇÃO VERTICAL, DE BRONZE, ROSCÁVEL, 1"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;73,55
99630;"VÁLVULA DE RETENÇÃO VERTICAL, DE BRONZE, ROSCÁVEL, 1 1/4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;109,43
99631;"VÁLVULA DE RETENÇÃO VERTICAL, DE BRONZE, ROSCÁVEL, 1 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;127,37
99632;"VÁLVULA DE RETENÇÃO VERTICAL, DE BRONZE, ROSCÁVEL, 2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;183,66
99633;"VÁLVULA DE RETENÇÃO VERTICAL, DE BRONZE, ROSCÁVEL, 3"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;394,24
99634;"VÁLVULA DE RETENÇÃO VERTICAL, DE BRONZE, ROSCÁVEL, 4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;672,69
99635;"VÁLVULA DE DESCARGA METÁLICA, BASE 1 1/2"", ACABAMENTO METALICO CROMADO - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;286,38
103008;"VÁLVULA DE RETENÇÃO HORIZONTAL, DE BRONZE, ROSCÁVEL, 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;82,16
103009;"VÁLVULA DE RETENÇÃO VERTICAL, DE BRONZE, ROSCÁVEL, 2 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;290,37
103010;"VÁLVULA DE RETENÇÃO, DE BRONZE, PÉ COM CRIVOS, ROSCÁVEL, 3/4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;62,31
103011;"VÁLVULA DE RETENÇÃO, DE BRONZE, PÉ COM CRIVOS, ROSCÁVEL, 1"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;69,47
103012;"VÁLVULA DE RETENÇÃO, DE BRONZE, PÉ COM CRIVOS, ROSCÁVEL, 1 1/4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;109,54
103013;"VÁLVULA DE RETENÇÃO, DE BRONZE, PÉ COM CRIVOS, ROSCÁVEL, 1 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;117,92
103014;"VÁLVULA DE RETENÇÃO, DE BRONZE, PÉ COM CRIVOS, ROSCÁVEL, 2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;177,34
103015;"VÁLVULA DE RETENÇÃO, DE BRONZE, PÉ COM CRIVOS, ROSCÁVEL, 2 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;313,61
103016;"VÁLVULA DE RETENÇÃO, DE BRONZE, PÉ COM CRIVOS, ROSCÁVEL, 3"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;428,74
103017;"VÁLVULA DE RETENÇÃO, DE BRONZE, PÉ COM CRIVOS, ROSCÁVEL, 4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;748,46
103018;"VÁLVULA DE DESCARGA METÁLICA, BASE 1 1/4"", ACABAMENTO METALICO CROMADO - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;234,27
103019;"REGISTRO OU VÁLVULA GLOBO ANGULAR EM LATÃO, PARA HIDRANTES EM INSTALAÇÃO PREDIAL DE INCÊNDIO, 45 GRAUS, 2 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;202,27
103029;REGISTRO OU REGULADOR DE GÁS DE COZINHA - FORNECIMENTO E INSTALAÇÃO. AF_08/2021;UN;31,57
103036;"REGISTRO DE ESFERA, PVC, ROSCÁVEL, COM VOLANTE, 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;23,54
103037;"REGISTRO DE ESFERA, PVC, ROSCÁVEL, COM VOLANTE, 1"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;46,34
103038;"REGISTRO DE ESFERA, PVC, ROSCÁVEL, COM VOLANTE, 1 1/4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;62,03
103039;"REGISTRO DE ESFERA, PVC, ROSCÁVEL, COM VOLANTE, 1 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;67,33
103040;"REGISTRO DE ESFERA, PVC, ROSCÁVEL, COM VOLANTE, 2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;100,28
103041;"REGISTRO DE ESFERA, PVC, ROSCÁVEL, COM BORBOLETA, 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;19,57
103042;"REGISTRO DE ESFERA, PVC, ROSCÁVEL, COM BORBOLETA, 3/4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;24,11
103043;"REGISTRO DE ESFERA, PVC, ROSCÁVEL, COM CABEÇA QUADRADA, 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;22,64
103044;"REGISTRO DE ESFERA, PVC, ROSCÁVEL, COM CABEÇA QUADRADA, 3/4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;30,51
103045;"REGISTRO DE PRESSÃO, PVC, ROSCÁVEL, VOLANTE SIMPLES, 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;9,47
103046;"REGISTRO DE PRESSÃO, PVC, ROSCÁVEL, VOLANTE SIMPLES, 3/4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021";UN;22,82
103047;REGISTRO DE ESFERA, PVC, SOLDÁVEL, COM VOLANTE, DN  20 MM - FORNECIMENTO E INSTALAÇÃO. AF_08/2021;UN;24,03
103048;REGISTRO DE PRESSÃO, PVC, SOLDÁVEL, VOLANTE SIMPLES, DN  20 MM - FORNECIMENTO E INSTALAÇÃO. AF_08/2021;UN;17,92
103049;REGISTRO DE PRESSÃO, PVC, SOLDÁVEL, VOLANTE SIMPLES, DN  25 MM - FORNECIMENTO E INSTALAÇÃO. AF_08/2021;UN;19,49
103050;SUBSTITUIÇÃO DE REGISTRO OU VÁLVULA, ROSCÁVEL, DN  20 MM. AF_08/2021;UN;22,77
103051;SUBSTITUIÇÃO DE REGISTRO OU VÁLVULA, ROSCÁVEL, DN  25 MM. AF_08/2021;UN;27,42
103052;SUBSTITUIÇÃO DE REGISTRO OU VÁLVULA, ROSCÁVEL, DN  32 MM. AF_08/2021;UN;37,93
95634;"KIT CAVALETE PARA MEDIÇÃO DE ÁGUA - ENTRADA PRINCIPAL, EM PVC SOLDÁVEL DN 20 (½"")   FORNECIMENTO E INSTALAÇÃO (EXCLUSIVE HIDRÔMETRO). AF_11/2016";UN;252,82
95635;"KIT CAVALETE PARA MEDIÇÃO DE ÁGUA - ENTRADA PRINCIPAL, EM PVC SOLDÁVEL DN 25 (¾"")   FORNECIMENTO E INSTALAÇÃO (EXCLUSIVE HIDRÔMETRO). AF_11/2016";UN;265,04
95636;KIT CAVALETE PARA MEDIÇÃO DE ÁGUA - ENTRADA PRINCIPAL, EM AÇO GALVANIZADO DN 25 (1 )   FORNECIMENTO E INSTALAÇÃO (EXCLUSIVE HIDRÔMETRO). AF_11/2016;UN;309,04
95637;KIT CAVALETE PARA MEDIÇÃO DE ÁGUA - ENTRADA PRINCIPAL, EM AÇO GALVANIZADO DN 32 (1 ¼)  FORNECIMENTO E INSTALAÇÃO (EXCLUSIVE HIDRÔMETRO). AF_11/2016;UN;480,34
95638;KIT CAVALETE PARA MEDIÇÃO DE ÁGUA - ENTRADA PRINCIPAL, EM AÇO GALVANIZADO DN 40 (1 ½)  FORNECIMENTO E INSTALAÇÃO (EXCLUSIVE HIDRÔMETRO). AF_11/2016;UN;581,78
95639;KIT CAVALETE PARA MEDIÇÃO DE ÁGUA - ENTRADA PRINCIPAL, EM AÇO GALVANIZADO DN 50 (2)  FORNECIMENTO E INSTALAÇÃO (EXCLUSIVE HIDRÔMETRO). AF_11/2016;UN;740,45
95641;KIT CAVALETE PARA MEDIÇÃO DE ÁGUA - ENTRADA INDIVIDUALIZADA, EM PVC DN 25 (¾), PARA 2 MEDIDORES  FORNECIMENTO E INSTALAÇÃO (EXCLUSIVE HIDRÔMETRO). AF_11/2016;UN;285,27
95642;KIT CAVALETE PARA MEDIÇÃO DE ÁGUA - ENTRADA INDIVIDUALIZADA, EM PVC DN 25 (¾), PARA 3 MEDIDORES  FORNECIMENTO E INSTALAÇÃO (EXCLUSIVE HIDRÔMETRO). AF_11/2016;UN;421,32
95643;KIT CAVALETE PARA MEDIÇÃO DE ÁGUA - ENTRADA INDIVIDUALIZADA, EM PVC DN 25 (¾), PARA 4 MEDIDORES  FORNECIMENTO E INSTALAÇÃO (EXCLUSIVE HIDRÔMETRO). AF_11/2016;UN;550,56
95644;KIT CAVALETE PARA MEDIÇÃO DE ÁGUA - ENTRADA INDIVIDUALIZADA, EM PVC DN 32 (1), PARA 1 MEDIDOR  FORNECIMENTO E INSTALAÇÃO (EXCLUSIVE HIDRÔMETRO). AF_11/2016;UN;211,65
95645;KIT CAVALETE PARA MEDIÇÃO DE ÁGUA - ENTRADA INDIVIDUALIZADA, EM PVC DN 32 (1), PARA 2 MEDIDORES  FORNECIMENTO E INSTALAÇÃO (EXCLUSIVE HIDRÔMETRO). AF_11/2016;UN;384,83
